project_id,openIssue_count,closedIssue_count,fork_count,mergedPullrequest_count,max_day_diff,language,url,bytes,created_at,updated_at,year_diff,forked_from,original_project,api_created_at,api_updated_at,api_pushed_at,git_url,ssh_url,clone_url,svn_url,homepage,size,stargazers_count,watchers_count,has_issues,has_projects,has_downloads,has_wiki,has_pages,forks_count,mirror_url,archived,disabled,open_issues_count,forks,open_issues,watchers,compared_date,total_commit,max_contribution,openPullrequest_count,closedPullrequest_count,total_commit_project,total_author
2689873,1,0,5,0,0,Python,https://api.github.com/repos/jonklein/breve,22893792,2011-01-22 15:13:42,2018-11-10 20:27:41,7,0,YES,2011-01-22 15:13:42,2019-11-30 02:12:43,2015-10-14 02:04:05,git://github.com/jonklein/breve.git,git@github.com:jonklein/breve.git,https://github.com/jonklein/breve.git,https://github.com/jonklein/breve,http://spiderland.org,22654,31,31,True,True,True,True,False,12,,False,False,4,12,4,31,True,8,87.5,0,0,8,2
2771113,0,0,0,0,7,Python,https://api.github.com/repos/mwcz/euler,12956147,2011-01-26 17:59:04,2018-12-15 06:21:13,7,0,YES,2011-01-26 17:59:04,2018-12-12 18:58:22,2018-12-12 18:58:20,git://github.com/mwcz/euler.git,git@github.com:mwcz/euler.git,https://github.com/mwcz/euler.git,https://github.com/mwcz/euler,http://projecteuler.net/,6795,1,1,True,True,True,True,False,0,,False,False,0,0,0,1,True,18,100.0,0,0,18,1
2789109,0,0,110,0,4,Python,https://api.github.com/repos/triaquae/triaquae,10448744,2013-11-17 07:34:36,2019-04-13 04:03:23,5,0,YES,2013-11-17 07:34:36,2019-12-31 16:16:01,2014-01-16 10:42:55,git://github.com/triaquae/triaquae.git,git@github.com:triaquae/triaquae.git,https://github.com/triaquae/triaquae.git,https://github.com/triaquae/triaquae,,16375,160,160,True,True,True,True,False,125,,False,False,4,125,4,160,True,25,36.0,0,0,25,7
2794780,330,374,18,63,586,Python,https://api.github.com/repos/StochSS/stochss,53108143,2013-01-23 04:32:04,2019-05-31 18:11:47,6,0,YES,2013-01-23 04:32:04,2019-10-15 00:57:22,2020-03-05 22:41:55,git://github.com/StochSS/stochss.git,git@github.com:StochSS/stochss.git,https://github.com/StochSS/stochss.git,https://github.com/StochSS/stochss,http://www.stochss.org,399267,13,13,True,True,True,True,False,18,,False,False,65,18,65,13,True,2485,33.038229376257554,189,183,2485,46
2847704,0,0,3,0,1,Python,https://api.github.com/repos/apanda/ddc-ns3,29177505,2012-05-30 17:04:40,2019-02-13 14:22:32,6,0,YES,2012-05-30 17:04:40,2019-06-07 15:54:19,2014-02-22 01:36:17,git://github.com/apanda/ddc-ns3.git,git@github.com:apanda/ddc-ns3.git,https://github.com/apanda/ddc-ns3.git,https://github.com/apanda/ddc-ns3,,50792,2,2,True,True,True,True,False,3,,False,False,0,3,0,2,True,107,42.990654205607484,0,0,107,3
2884492,0,0,0,1,0,Python,https://api.github.com/repos/ecstaticpeon/huBarcode,30886929,2014-04-15 10:15:54,2019-03-08 13:45:53,4,0,YES,2014-04-15 10:15:54,2019-03-08 01:15:42,2014-04-15 10:25:52,git://github.com/ecstaticpeon/huBarcode.git,git@github.com:ecstaticpeon/huBarcode.git,https://github.com/ecstaticpeon/huBarcode.git,https://github.com/ecstaticpeon/huBarcode,,2524,1,1,True,True,True,True,False,0,,False,False,0,0,0,1,True,1,100.0,1,1,1,1
3010407,0,0,196,0,5,Python,https://api.github.com/repos/oeddyo/algorithm,14025643,2012-12-17 00:36:50,2019-05-30 16:17:28,6,0,YES,2012-12-17 00:36:50,2020-03-02 08:05:10,2019-11-23 18:25:05,git://github.com/oeddyo/algorithm.git,git@github.com:oeddyo/algorithm.git,https://github.com/oeddyo/algorithm.git,https://github.com/oeddyo/algorithm,,132781,478,478,True,True,True,True,False,228,,False,False,3,228,3,478,True,21,95.23809523809523,0,0,21,2
3111304,0,0,35,0,0,Python,https://api.github.com/repos/certik/python-2.7,21445633,2012-08-02 15:20:57,2019-05-01 19:57:11,6,0,YES,2012-08-02 15:20:57,2018-11-28 06:11:55,2012-08-02 15:24:39,git://github.com/certik/python-2.7.git,git@github.com:certik/python-2.7.git,https://github.com/certik/python-2.7.git,https://github.com/certik/python-2.7,,14535,10,10,True,True,True,True,False,32,,False,False,0,32,0,10,True,2,100.0,0,0,2,1
3182310,10,11,15,11,2635,Python,https://api.github.com/repos/NeuralEnsemble/neuroConstruct,14910747,2013-03-22 10:12:14,2019-05-19 12:31:33,6,0,YES,2013-03-22 10:12:14,2020-03-03 18:03:15,2020-03-03 18:03:00,git://github.com/NeuralEnsemble/neuroConstruct.git,git@github.com:NeuralEnsemble/neuroConstruct.git,https://github.com/NeuralEnsemble/neuroConstruct.git,https://github.com/NeuralEnsemble/neuroConstruct,http://www.neuroconstruct.org,142012,28,28,True,True,True,True,False,18,,False,False,30,18,30,28,True,289,86.50519031141869,12,12,289,5
3202818,8,18,442,3,2,Python,https://api.github.com/repos/hzlzh/AlfredWorkflow.com,14106397,2013-03-19 11:47:59,2019-05-31 08:21:28,6,0,YES,2013-03-19 11:47:59,2020-03-10 07:20:19,2018-05-09 13:51:46,git://github.com/hzlzh/AlfredWorkflow.com.git,git@github.com:hzlzh/AlfredWorkflow.com.git,https://github.com/hzlzh/AlfredWorkflow.com.git,https://github.com/hzlzh/AlfredWorkflow.com,http://www.alfredworkflow.com/,138294,2352,2352,True,True,True,False,False,471,,False,False,13,471,13,2352,True,148,99.32432432432432,4,4,148,2
3213843,859,11152,1,0,60,Python,https://api.github.com/repos/sageb0t/testsage,43870042,2013-03-26 23:49:34,2019-03-09 16:03:02,5,0,YES,2013-03-26 23:49:34,2019-08-30 06:02:14,2019-10-12 23:26:04,git://github.com/sageb0t/testsage.git,git@github.com:sageb0t/testsage.git,https://github.com/sageb0t/testsage.git,https://github.com/sageb0t/testsage,,55496,2,2,True,True,True,True,False,2,,False,False,3100,2,3100,2,True,713,51.4726507713885,177,162,713,63
3219077,2461,2689,320,127,118,Python,https://api.github.com/repos/learningequality/ka-lite,12046938,2012-09-09 20:01:40,2019-05-22 09:12:09,6,0,YES,2012-09-09 20:01:40,2020-03-06 16:13:23,2020-01-19 17:17:37,git://github.com/learningequality/ka-lite.git,git@github.com:learningequality/ka-lite.git,https://github.com/learningequality/ka-lite.git,https://github.com/learningequality/ka-lite,https://learningequality.org/ka-lite/,175697,447,447,True,True,True,True,False,311,,False,False,74,311,74,447,True,7809,20.27148162376745,291,286,7809,68
3605768,0,0,0,0,56,Python,https://api.github.com/repos/bachue/My-Sublime-Config,18807374,2013-05-07 03:32:09,2019-03-09 05:55:41,5,0,YES,2013-05-07 03:32:09,2019-07-18 00:51:01,2019-07-18 00:50:59,git://github.com/bachue/My-Sublime-Config.git,git@github.com:bachue/My-Sublime-Config.git,https://github.com/bachue/My-Sublime-Config.git,https://github.com/bachue/My-Sublime-Config,,98588,0,0,True,True,True,True,False,0,,False,False,0,0,0,0,True,379,100.0,0,0,379,1
3672400,0,4,244,1,4,Python,https://api.github.com/repos/JiYou/openstack,27464554,2013-12-16 09:23:15,2019-05-30 03:25:00,5,0,YES,2013-12-16 09:23:15,2020-02-18 05:43:37,2020-02-15 06:57:51,git://github.com/JiYou/openstack.git,git@github.com:JiYou/openstack.git,https://github.com/JiYou/openstack.git,https://github.com/JiYou/openstack,,575989,365,365,True,True,True,True,False,314,,False,False,8,314,8,365,True,147,100.0,1,1,147,1
3780176,64,169,566,11,165,Python,https://api.github.com/repos/SublimeCodeIntel/SublimeCodeIntel,17521815,2011-05-31 00:53:31,2019-05-30 14:56:36,8,0,YES,2011-05-31 00:53:31,2020-03-09 16:47:53,2019-10-07 11:41:56,git://github.com/SublimeCodeIntel/SublimeCodeIntel.git,git@github.com:SublimeCodeIntel/SublimeCodeIntel.git,https://github.com/SublimeCodeIntel/SublimeCodeIntel.git,https://github.com/SublimeCodeIntel/SublimeCodeIntel,https://www.sublimecodeintel.com,55157,5015,5015,True,True,True,False,False,540,,False,False,343,540,343,5015,True,622,84.08360128617363,13,11,622,12
3867439,0,0,2,0,0,Python,https://api.github.com/repos/es5nhc/trv,53042722,2013-05-26 15:18:25,2019-03-21 08:21:29,5,0,YES,2013-05-26 15:18:25,2019-03-21 08:16:10,2018-04-04 11:27:05,git://github.com/es5nhc/trv.git,git@github.com:es5nhc/trv.git,https://github.com/es5nhc/trv.git,https://github.com/es5nhc/trv,,62950,6,6,True,True,True,True,False,4,,False,False,0,4,0,6,True,90,100.0,0,0,90,1
3879861,1,16,1172,28,502,Python,https://api.github.com/repos/kovidgoyal/calibre,20898510,2013-05-28 10:03:23,2019-05-31 19:09:07,6,0,YES,2013-05-28 10:03:23,2020-03-10 08:20:42,2020-03-10 08:20:39,git://github.com/kovidgoyal/calibre.git,git@github.com:kovidgoyal/calibre.git,https://github.com/kovidgoyal/calibre.git,https://github.com/kovidgoyal/calibre,https://calibre-ebook.com,259379,7273,7273,False,True,True,False,False,1227,,False,False,1,1227,1,7273,True,28000,86.88928571428572,33,33,28000,91
3929178,54,135,2148,8417,2376,Python,https://api.github.com/repos/edx/edx-platform,18189206,2013-05-30 20:20:38,2019-05-31 08:21:32,6,0,YES,2013-05-30 20:20:38,2020-03-09 20:13:44,2020-03-10 10:51:12,git://github.com/edx/edx-platform.git,git@github.com:edx/edx-platform.git,https://github.com/edx/edx-platform.git,https://github.com/edx/edx-platform,http://openedx.org/,1219220,4835,4835,False,False,True,True,False,2648,,False,False,225,2648,225,4835,True,167912,3.0575539568345325,17552,16949,167912,722
3946682,0,0,28,0,5,Python,https://api.github.com/repos/bendmorris/static-python,21786481,2013-10-11 19:12:22,2019-05-31 21:12:34,5,0,YES,2013-10-11 19:12:22,2020-02-24 03:13:05,2015-12-07 05:11:04,git://github.com/bendmorris/static-python.git,git@github.com:bendmorris/static-python.git,https://github.com/bendmorris/static-python.git,https://github.com/bendmorris/static-python,,130784,158,158,True,True,True,True,False,23,,False,False,7,23,7,158,True,35,85.71428571428571,0,0,35,3
4022910,0,0,0,0,1,Python,https://api.github.com/repos/woodrow/pyoac,35197024,2009-12-14 00:01:34,2019-05-27 01:03:48,9,0,YES,2009-12-14 00:01:34,2019-05-27 00:58:46,2016-03-14 19:24:57,git://github.com/woodrow/pyoac.git,git@github.com:woodrow/pyoac.git,https://github.com/woodrow/pyoac.git,https://github.com/woodrow/pyoac,,22136,2,2,False,True,False,False,False,0,,False,False,0,0,0,2,True,4,100.0,0,0,4,1
4027987,0,0,7,0,0,Python,https://api.github.com/repos/shinglyu/ns3-h264-svc,31559267,2013-06-10 12:19:16,2019-04-16 02:48:51,5,0,YES,2013-06-10 12:19:16,2013-10-15 16:38:57,2013-06-19 02:19:01,git://github.com/shinglyu/ns3-h264-svc.git,git@github.com:shinglyu/ns3-h264-svc.git,https://github.com/shinglyu/ns3-h264-svc.git,https://github.com/shinglyu/ns3-h264-svc,,23262,0,0,True,True,True,True,False,5,,False,False,0,5,0,0,True,32,43.75,0,0,32,4
4378847,0,0,3,0,0,Python,https://api.github.com/repos/wesen/blender,14821971,2013-06-21 05:18:53,2019-05-25 08:36:43,5,0,YES,2013-06-21 05:18:53,2016-07-19 14:17:31,2013-07-03 18:07:17,git://github.com/wesen/blender.git,git@github.com:wesen/blender.git,https://github.com/wesen/blender.git,https://github.com/wesen/blender,,6720,1,1,True,True,True,True,False,3,,False,False,0,3,0,1,True,10,100.0,0,0,10,1
4429866,0,0,1,0,0,Python,https://api.github.com/repos/chenguo367/lovegrace,19844464,2013-07-09 01:08:45,2018-12-11 23:47:03,5,0,YES,2013-07-09 01:08:45,2018-12-11 06:37:46,2013-08-30 15:09:51,git://github.com/chenguo367/lovegrace.git,git@github.com:chenguo367/lovegrace.git,https://github.com/chenguo367/lovegrace.git,https://github.com/chenguo367/lovegrace,,3044,2,2,True,True,True,True,False,1,,False,False,0,1,0,2,True,17,100.0,0,0,17,1
4449031,135,139,27,13,33,Python,https://api.github.com/repos/santoshphilip/eppy,13862166,2012-09-28 20:17:52,2019-05-31 10:00:34,6,0,YES,2012-09-28 20:17:52,2020-02-06 18:22:21,2020-01-16 20:20:44,git://github.com/santoshphilip/eppy.git,git@github.com:santoshphilip/eppy.git,https://github.com/santoshphilip/eppy.git,https://github.com/santoshphilip/eppy,,48278,88,88,True,True,True,True,False,42,,False,False,59,42,59,88,True,1256,59.39490445859873,20,18,1256,12
4473333,66,76,385,170,266,Python,https://api.github.com/repos/cms-sw/genproductions,27923442,2013-07-15 14:18:33,2019-05-31 10:06:20,5,0,YES,2013-07-15 14:18:33,2020-03-10 09:29:35,2020-03-10 09:34:27,git://github.com/cms-sw/genproductions.git,git@github.com:cms-sw/genproductions.git,https://github.com/cms-sw/genproductions.git,https://github.com/cms-sw/genproductions,https://twiki.cern.ch/twiki/bin/view/CMS/GitRepositoryForGenProduction,164521,28,28,True,True,True,True,False,466,,False,False,53,466,53,28,True,2943,18.82432891607204,196,190,2943,142
4542112,0,0,0,0,0,Python,https://api.github.com/repos/bizonix/DropBoxLibrarySRC,15466124,2013-07-10 21:58:57,2018-12-23 13:59:00,5,0,YES,2013-07-10 21:58:57,2019-07-28 13:40:18,2013-08-27 13:16:55,git://github.com/bizonix/DropBoxLibrarySRC.git,git@github.com:bizonix/DropBoxLibrarySRC.git,https://github.com/bizonix/DropBoxLibrarySRC.git,https://github.com/bizonix/DropBoxLibrarySRC,,31240,7,7,True,True,True,True,False,1,,False,False,0,1,0,7,True,11,100.0,0,0,11,1
4757690,7,14,176,2,0,Python,https://api.github.com/repos/golismero/golismero,10603464,2013-07-30 10:52:30,2019-05-28 18:45:24,5,0,YES,2013-07-30 10:52:30,2020-03-07 14:03:02,2019-06-27 08:56:37,git://github.com/golismero/golismero.git,git@github.com:golismero/golismero.git,https://github.com/golismero/golismero.git,https://github.com/golismero/golismero,http://golismero-project.com/,23665,683,683,True,True,True,False,False,219,,False,False,24,219,24,683,True,56,83.92857142857143,2,2,56,4
4766756,3,4,8,0,138,Python,https://api.github.com/repos/alviano/wasp,183567251,2013-07-31 13:15:05,2019-05-27 08:06:51,5,0,YES,2013-07-31 13:15:05,2019-11-24 12:46:14,2019-09-18 09:34:27,git://github.com/alviano/wasp.git,git@github.com:alviano/wasp.git,https://github.com/alviano/wasp.git,https://github.com/alviano/wasp,,15569,6,6,True,True,True,True,True,6,,False,False,1,6,1,6,True,782,72.89002557544755,0,0,782,4
4837138,2660,2499,214,4,1523,Python,https://api.github.com/repos/Komodo/KomodoEdit,29966007,2013-07-31 21:57:20,2019-05-31 23:32:57,5,0,YES,2013-07-31 21:57:20,2020-03-10 09:28:23,2020-02-21 20:02:18,git://github.com/Komodo/KomodoEdit.git,git@github.com:Komodo/KomodoEdit.git,https://github.com/Komodo/KomodoEdit.git,https://github.com/Komodo/KomodoEdit,http://www.komodoide.com/komodo-edit,501722,1344,1344,True,True,True,True,False,254,,False,False,1147,254,1147,1344,True,4777,45.42599958132719,7,7,4777,24
4845094,0,0,0,0,27,Python,https://api.github.com/repos/Distrotech/bzr,14363865,2013-06-19 12:38:19,2019-03-04 20:17:53,5,0,YES,2013-06-19 12:38:19,2019-02-28 03:58:08,2016-02-02 22:03:33,git://github.com/Distrotech/bzr.git,git@github.com:Distrotech/bzr.git,https://github.com/Distrotech/bzr.git,https://github.com/Distrotech/bzr,,1166217,1,1,True,True,True,True,False,0,,False,False,0,0,0,1,True,104,30.76923076923077,0,0,104,10
4928468,0,0,11,0,1,Python,https://api.github.com/repos/pymo/pymo,27673732,2013-08-01 17:09:07,2019-04-21 12:17:04,5,0,YES,2013-08-01 17:09:07,2020-02-08 07:58:24,2016-01-03 11:13:21,git://github.com/pymo/pymo.git,git@github.com:pymo/pymo.git,https://github.com/pymo/pymo.git,https://github.com/pymo/pymo,,266143,44,44,True,True,True,True,False,11,,False,False,1,11,1,44,True,20,60.0,0,0,20,2
5017985,0,0,3,0,0,Python,https://api.github.com/repos/pizzapanther/Python-Google-Drive-Apps,54131628,2013-08-14 02:14:21,2019-03-27 00:01:18,5,0,YES,2013-08-14 02:14:21,2013-12-23 14:38:49,2013-08-16 14:48:06,git://github.com/pizzapanther/Python-Google-Drive-Apps.git,git@github.com:pizzapanther/Python-Google-Drive-Apps.git,https://github.com/pizzapanther/Python-Google-Drive-Apps.git,https://github.com/pizzapanther/Python-Google-Drive-Apps,,25256,0,0,True,True,True,True,False,2,,False,False,0,2,0,0,True,4,100.0,0,0,4,1
5080558,0,0,14,0,1,Python,https://api.github.com/repos/pallih/scraperwiki-scraper-vault,103365200,2013-08-21 16:38:37,2019-05-09 16:23:06,5,0,YES,2013-08-21 16:38:37,2020-02-06 13:47:16,2013-09-30 17:04:30,git://github.com/pallih/scraperwiki-scraper-vault.git,git@github.com:pallih/scraperwiki-scraper-vault.git,https://github.com/pallih/scraperwiki-scraper-vault.git,https://github.com/pallih/scraperwiki-scraper-vault,,82068,20,20,True,True,True,True,False,22,,False,False,0,22,0,20,True,10,100.0,0,0,10,1
5112713,0,0,40,0,2,Python,https://api.github.com/repos/dragondjf/QMarkdowner,13167142,2013-08-23 09:09:00,2019-05-09 10:23:30,5,0,YES,2013-08-23 09:09:00,2019-12-06 09:41:25,2017-04-18 02:50:11,git://github.com/dragondjf/QMarkdowner.git,git@github.com:dragondjf/QMarkdowner.git,https://github.com/dragondjf/QMarkdowner.git,https://github.com/dragondjf/QMarkdowner,,26778,116,116,True,True,True,True,True,49,,False,False,3,49,3,116,True,58,100.0,0,0,58,1
5114635,0,0,1,0,168,Python,https://api.github.com/repos/ahinzmann/cmsusercode,15837476,2013-05-24 10:09:48,2019-05-02 23:22:17,5,0,YES,2013-05-24 10:09:48,2019-11-28 18:20:43,2019-11-28 18:19:57,git://github.com/ahinzmann/cmsusercode.git,git@github.com:ahinzmann/cmsusercode.git,https://github.com/ahinzmann/cmsusercode.git,https://github.com/ahinzmann/cmsusercode,,356826,0,0,True,True,True,True,False,1,,False,False,0,1,0,0,True,217,76.49769585253456,0,0,217,3
5157401,1019,993,101,16,560,Python,https://api.github.com/repos/leo-editor/leo-editor,10164831,2014-02-11 11:14:41,2019-05-31 06:24:44,5,0,YES,2014-02-11 11:14:41,2020-03-09 12:30:09,2020-03-09 19:31:44,git://github.com/leo-editor/leo-editor.git,git@github.com:leo-editor/leo-editor.git,https://github.com/leo-editor/leo-editor.git,https://github.com/leo-editor/leo-editor,http://leoeditor.com/,193832,713,713,True,False,True,True,True,114,,False,False,154,114,154,713,True,10534,88.76969812037213,24,24,10534,19
5374655,142,167,32,17,26,Python,https://api.github.com/repos/Source-Python-Dev-Team/Source.Python,18002608,2013-09-12 01:13:58,2019-05-31 22:41:09,5,0,YES,2013-09-12 01:13:58,2020-03-07 07:20:02,2020-03-07 21:18:29,git://github.com/Source-Python-Dev-Team/Source.Python.git,git@github.com:Source-Python-Dev-Team/Source.Python.git,https://github.com/Source-Python-Dev-Team/Source.Python.git,https://github.com/Source-Python-Dev-Team/Source.Python,http://forums.sourcepython.com,371292,101,101,True,True,True,False,False,24,,False,False,12,24,12,101,True,2885,50.05199306759098,22,20,2885,17
5490882,0,1,47,3,39,Python,https://api.github.com/repos/feliam/pysymemu,14036702,2013-09-26 18:46:01,2019-04-27 15:14:32,5,0,YES,2013-09-26 18:46:01,2020-02-18 16:09:51,2019-09-10 23:58:04,git://github.com/feliam/pysymemu.git,git@github.com:feliam/pysymemu.git,https://github.com/feliam/pysymemu.git,https://github.com/feliam/pysymemu,,2120,290,290,True,True,True,True,True,55,,False,False,3,55,3,290,True,74,98.64864864864865,7,6,74,2
5531064,290,360,101,3,11,Python,https://api.github.com/repos/trakt/Plex-Trakt-Scrobbler,12715060,2011-12-30 22:22:28,2019-05-30 12:35:09,7,0,YES,2011-12-30 22:22:28,2020-03-04 17:06:37,2019-01-17 00:56:11,git://github.com/trakt/Plex-Trakt-Scrobbler.git,git@github.com:trakt/Plex-Trakt-Scrobbler.git,https://github.com/trakt/Plex-Trakt-Scrobbler.git,https://github.com/trakt/Plex-Trakt-Scrobbler,,120225,1114,1114,True,True,True,True,False,111,,False,False,131,111,131,1114,True,801,99.87515605493134,10,10,801,2
5541827,2155,2288,243,132,407,Python,https://api.github.com/repos/GNS3/gns3-gui,17907278,2013-09-26 02:48:01,2019-05-31 17:28:44,5,0,YES,2013-09-26 02:48:01,2020-03-09 14:01:11,2020-03-10 07:02:18,git://github.com/GNS3/gns3-gui.git,git@github.com:GNS3/gns3-gui.git,https://github.com/GNS3/gns3-gui.git,https://github.com/GNS3/gns3-gui,http://www.gns3.com,58735,1065,1065,True,True,True,False,False,292,,False,False,167,292,167,1065,True,4561,54.15479061609296,244,243,4561,15
5541830,1,1,8,0,8,Python,https://api.github.com/repos/GNS3/gns3-legacy,18314996,2013-09-26 02:52:47,2019-02-01 22:34:51,5,0,YES,2013-09-26 02:52:47,2018-09-07 02:14:00,2014-07-08 02:50:59,git://github.com/GNS3/gns3-legacy.git,git@github.com:GNS3/gns3-legacy.git,https://github.com/GNS3/gns3-legacy.git,https://github.com/GNS3/gns3-legacy,,109878,13,13,True,True,True,True,False,10,,False,False,1,10,1,13,True,192,61.45833333333334,0,0,192,4
5774282,0,0,6,0,1,Python,https://api.github.com/repos/felixgr/pytaint,22007262,2013-10-04 14:12:39,2019-05-02 13:35:11,5,0,YES,2013-10-04 14:12:39,2020-02-01 14:38:54,2013-10-18 19:53:21,git://github.com/felixgr/pytaint.git,git@github.com:felixgr/pytaint.git,https://github.com/felixgr/pytaint.git,https://github.com/felixgr/pytaint,,16964,26,26,True,True,True,True,False,5,,False,False,0,5,0,26,True,14,100.0,0,0,14,1
5783454,0,0,33,0,0,Python,https://api.github.com/repos/newlog/exploiting,22390002,2013-09-28 20:10:50,2019-05-05 09:42:15,5,0,YES,2013-09-28 20:10:50,2020-01-19 10:40:59,2015-11-08 02:58:21,git://github.com/newlog/exploiting.git,git@github.com:newlog/exploiting.git,https://github.com/newlog/exploiting.git,https://github.com/newlog/exploiting,,97812,57,57,True,True,True,True,False,34,,False,False,0,34,0,57,True,91,86.81318681318682,0,0,91,4
6065028,8,11,6,0,5,Python,https://api.github.com/repos/normanmaurer/autobahntestsuite-maven-plugin,13888662,2012-12-04 08:18:39,2019-05-03 22:07:00,6,0,YES,2012-12-04 08:18:39,2019-11-01 15:31:22,2019-11-01 15:31:16,git://github.com/normanmaurer/autobahntestsuite-maven-plugin.git,git@github.com:normanmaurer/autobahntestsuite-maven-plugin.git,https://github.com/normanmaurer/autobahntestsuite-maven-plugin.git,https://github.com/normanmaurer/autobahntestsuite-maven-plugin,,5225,4,4,True,True,True,True,True,6,,False,False,1,6,1,4,True,51,94.11764705882351,0,0,51,4
6120371,0,0,0,0,0,Python,https://api.github.com/repos/h4ck3rm1k3/federal-election-commission-aggregation-python-2011,2147483647,2013-10-29 03:55:55,2019-04-27 20:19:49,5,0,YES,2013-10-29 03:55:55,2019-07-14 15:30:26,2013-11-01 00:36:33,git://github.com/h4ck3rm1k3/federal-election-commission-aggregation-python-2011.git,git@github.com:h4ck3rm1k3/federal-election-commission-aggregation-python-2011.git,https://github.com/h4ck3rm1k3/federal-election-commission-aggregation-python-2011.git,https://github.com/h4ck3rm1k3/federal-election-commission-aggregation-python-2011,,648472,0,0,True,True,True,True,False,1,,False,False,0,1,0,0,True,8,87.5,0,0,8,2
6197453,0,0,2,0,0,Python,https://api.github.com/repos/glaubitz/fs-uae-debian,10940658,2013-11-01 17:39:37,2018-12-02 18:48:01,5,0,YES,2013-11-01 17:39:37,2020-02-07 14:57:21,2020-02-07 14:57:05,git://github.com/glaubitz/fs-uae-debian.git,git@github.com:glaubitz/fs-uae-debian.git,https://github.com/glaubitz/fs-uae-debian.git,https://github.com/glaubitz/fs-uae-debian,,22838,2,2,True,True,True,True,False,2,,False,False,1,2,1,2,True,107,100.0,0,0,107,1
6211510,0,0,54,0,4,Python,https://api.github.com/repos/jlnaudin/x-drone,14642219,2013-11-03 11:55:56,2019-05-20 07:06:32,5,0,YES,2013-11-03 11:55:56,2020-02-09 04:30:01,2015-08-29 18:37:32,git://github.com/jlnaudin/x-drone.git,git@github.com:jlnaudin/x-drone.git,https://github.com/jlnaudin/x-drone.git,https://github.com/jlnaudin/x-drone,,159246,38,38,False,True,True,True,False,78,,False,False,0,78,0,38,True,186,100.0,0,0,186,1
6369242,0,0,2,0,1,Python,https://api.github.com/repos/stewartsmith/bzr,14367281,2013-09-30 07:52:05,2019-03-04 20:17:27,5,0,YES,2013-09-30 07:52:05,2019-02-28 03:57:37,2013-11-12 07:10:12,git://github.com/stewartsmith/bzr.git,git@github.com:stewartsmith/bzr.git,https://github.com/stewartsmith/bzr.git,https://github.com/stewartsmith/bzr,,49328,1,1,True,True,True,True,False,2,,False,False,0,2,0,1,True,109,30.27522935779817,0,0,109,8
6389567,0,0,0,0,102,Python,https://api.github.com/repos/svn2github/calendarserver-raw,787496270,2013-11-10 13:09:44,2019-02-03 08:20:30,5,0,YES,2013-11-10 13:09:44,2019-02-03 07:45:07,2015-01-07 17:26:11,git://github.com/svn2github/calendarserver-raw.git,git@github.com:svn2github/calendarserver-raw.git,https://github.com/svn2github/calendarserver-raw.git,https://github.com/svn2github/calendarserver-raw,,41580,0,0,True,True,True,True,False,0,,False,False,2,0,2,0,True,1977,36.92463328275164,0,0,1977,5
6476018,0,0,13,0,0,Python,https://api.github.com/repos/m00re/ns-3-stdma,34107774,2013-11-18 07:52:57,2019-04-11 10:48:52,5,0,YES,2013-11-18 07:52:57,2020-02-02 08:14:10,2016-04-03 17:03:22,git://github.com/m00re/ns-3-stdma.git,git@github.com:m00re/ns-3-stdma.git,https://github.com/m00re/ns-3-stdma.git,https://github.com/m00re/ns-3-stdma,http://dsn.tm.kit.edu/english/ns3-stdma.php,21287,18,18,True,True,True,True,False,12,,False,False,1,12,1,18,True,8,100.0,0,0,8,1
6509126,16,21,7,1,40,Python,https://api.github.com/repos/sunlightlabs/fara,11139052,2013-06-05 21:10:46,2019-05-25 20:23:26,5,0,YES,2013-06-05 21:10:46,2019-05-25 20:18:19,2016-09-29 15:46:17,git://github.com/sunlightlabs/fara.git,git@github.com:sunlightlabs/fara.git,https://github.com/sunlightlabs/fara.git,https://github.com/sunlightlabs/fara,,24915,9,9,True,True,True,True,False,10,,True,False,10,10,10,9,True,468,81.62393162393163,2,2,468,9
6647075,0,0,4,0,0,Python,https://api.github.com/repos/zhangchunsheng/diabloWorld,22565077,2013-11-27 12:34:07,2018-11-12 03:33:59,4,0,YES,2013-11-27 12:34:07,2018-11-12 03:28:54,2013-11-27 15:58:17,git://github.com/zhangchunsheng/diabloWorld.git,git@github.com:zhangchunsheng/diabloWorld.git,https://github.com/zhangchunsheng/diabloWorld.git,https://github.com/zhangchunsheng/diabloWorld,,184684,3,3,True,True,True,True,False,8,,False,False,0,8,0,3,True,3,100.0,0,0,3,1
6850710,0,0,4,0,6,Python,https://api.github.com/repos/EricSchles/humanTraffickingTalk,39538532,2013-12-03 01:15:11,2018-10-29 05:14:55,4,0,YES,2013-12-03 01:15:11,2019-10-08 06:46:14,2019-10-15 11:10:14,git://github.com/EricSchles/humanTraffickingTalk.git,git@github.com:EricSchles/humanTraffickingTalk.git,https://github.com/EricSchles/humanTraffickingTalk.git,https://github.com/EricSchles/humanTraffickingTalk,,8228,19,19,True,True,True,True,False,5,,False,False,2,5,2,19,True,13,100.0,0,0,13,1
